"","BKNG_ID","AGE","NBR_CRUISES","GROUP_TYPEF","GROUP_TYPEG","GROUP_TYPEI","GROUP_TYPEK","GROUP_TYPEQ","GROUP_TYPEUnknown","BKNG_STATUS","AIR_FLAGL","AIR_FLAGN","AIR_FLAGUnknown","AIR_FLAGY","BKNG_SOURCEAGENCY","BKNG_SOURCEDIRECT","BKNG_TYPEFIT","BKNG_TYPEGROUP","GENDERF","GENDERM","GENDERUnknown","DINING_TIME_CODE1","DINING_TIME_CODE2","DINING_TIME_CODEP","METAD","METAF","METAI","METAO","METAS","METAV","NET_TKT_REV","US_Citizen","Insurance_purchased","Resident_or_Immigrant","USD_Payment"
"1116",1116,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"1117",1117,49,1,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,297.65,1,1,1,1
"1118",1118,55,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,259.28,1,1,0,1
"1119",1119,13,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1120",1120,68,2,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,147.11,1,0,1,1
"1121",1121,62,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,302.89,0,1,1,0
"1122",1122,37,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,129.65,1,1,0,1
"1123",1123,63,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,234.08,1,1,1,1
"1124",1124,51,2,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,133.02,0,1,1,0
"1125",1125,55,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,127.82,1,1,1,1
"1126",1126,66,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,252.26,0,1,1,0
"1127",1127,52,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,0,1
"1128",1128,14,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,237.65,1,1,1,1
"1129",1129,69,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1130",1130,42,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,241.28,1,1,1,1
"1131",1131,63,1,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,231.93,1,1,1,1
"1132",1132,54,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,248.55,1,1,0,1
"1133",1133,59,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,1,1
"1134",1134,57,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,244.65,1,1,1,1
"1135",1135,65,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-23.02,1,1,1,1
"1136",1136,32,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,229.13,1,1,1,1
"1137",1137,33,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,423.73,1,1,0,1
"1138",1138,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,129.29,1,1,0,1
"1139",1139,85,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,318.54,1,1,1,1
"1140",1140,22,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"1141",1141,58,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,189.65,1,1,1,1
"1142",1142,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,237.65,0,1,0,1
"1143",1143,63,1,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,237.43,1,1,1,1
"1144",1144,36,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,479.25,1,0,0,1
"1145",1145,51,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,138.66,1,1,1,1
"1146",1146,59,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,214.22,0,1,1,1
"1147",1147,65,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,231.93,1,0,1,1
"1148",1148,46,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,224.31,1,0,1,1
"1149",1149,53,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,259.51,1,1,1,1
"1150",1150,52,0,0,1,0,0,0,0,"C",0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,276.83,1,1,1,1
"1151",1151,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,961.25,1,1,1,1
"1152",1152,53,3,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,1,1
"1153",1153,55,0,0,0,1,0,0,0,"B",0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,102.72,1,1,0,1
"1154",1154,45,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,141,1,1,1,1
"1155",1155,57,0,1,0,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,162.08,1,1,1,1
"1156",1156,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"1157",1157,53,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,135.61,1,1,1,1
"1158",1158,49,1,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,237.99,1,1,1,1
"1159",1159,58,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,236.45,1,1,1,1
"1160",1160,33,0,0,0,1,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,121.85,1,1,0,1
"1161",1161,54,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,202.72,1,1,1,1
"1162",1162,55,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,136.2,1,1,1,1
"1163",1163,61,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,297.65,1,1,1,1
"1164",1164,74,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"1165",1165,66,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,283.51,1,1,1,1
"1166",1166,43,1,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,1,1
"1167",1167,55,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,128.33,1,1,1,1
"1168",1168,56,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1169",1169,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,259.28,1,1,0,1
"1170",1170,59,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,127.83,1,1,1,1
"1171",1171,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,240.75,1,1,0,1
"1172",1172,55,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,183.93,1,1,1,1
"1173",1173,56,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,247.51,1,1,1,1
"1174",1174,36,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,171.93,1,1,1,1
"1175",1175,71,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,219.95,1,1,1,1
"1176",1176,56,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1177",1177,38,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,103.68,1,1,1,1
"1178",1178,55,0,0,0,1,0,0,0,"B",0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,69.81,1,1,0,1
"1179",1179,50,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,108.12,1,1,1,1
"1180",1180,54,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,259.51,1,1,1,1
"1181",1181,42,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,158.63,1,1,1,1
"1182",1182,48,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,296.51,1,1,1,1
"1183",1183,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,240.98,1,1,0,1
"1184",1184,56,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,229.13,1,1,1,1
"1185",1185,73,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,243.89,0,1,0,0
"1186",1186,52,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,129.65,0,1,0,1
"1187",1187,80,9,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,80.46,1,1,1,1
"1188",1188,57,1,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
"1189",1189,80,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1190",1190,29,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,1,1
"1191",1191,34,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,261.4,1,1,1,1
"1192",1192,68,1,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,518.54,1,1,1,1
"1193",1193,54,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,132.54,1,1,1,1
"1194",1194,11,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,316.3,1,1,0,1
"1195",1195,47,4,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,318.54,1,1,1,1
"1196",1196,19,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,92.33,1,1,1,1
"1197",1197,57,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,98.53,1,1,1,1
"1198",1198,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,0,1
"1199",1199,58,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,201.65,1,1,1,1
"1200",1200,63,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,381.54,0,1,0,0
"1201",1201,49,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,129.96,1,1,1,1
"1202",1202,85,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,350.79,1,1,1,1
"1203",1203,61,0,1,0,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,145.28,1,1,1,1
"1204",1204,64,2,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,129.65,1,1,1,1
"1205",1205,33,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,226.05,1,1,0,1
"1206",1206,58,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,113.2,1,1,1,1
"1207",1207,55,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,250.88,1,1,1,1
"1208",1208,21,3,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
"1209",1209,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,223.18,1,1,0,1
"1210",1210,52,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,244.93,1,1,0,1
"1211",1211,59,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,173.18,1,1,1,1
"1212",1212,32,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"1213",1213,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,270.03,1,1,0,1
"1214",1214,64,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,205.68,1,0,1,1
"1215",1215,30,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,234.08,1,1,1,1
"1216",1216,58,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,117.32,1,1,1,1
"1217",1217,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,147.11,1,1,0,1
"1218",1218,59,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,153.99,1,1,1,1
"1219",1219,64,3,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,279.93,1,1,1,1
"1220",1220,59,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,236.45,1,1,1,1
"1221",1221,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
"1222",1222,45,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,129.96,1,1,1,1
"1223",1223,44,1,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,166.12,1,1,1,1
"1224",1224,33,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,226.05,1,1,0,1
"1225",1225,66,5,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,229.31,1,1,1,1
"1226",1226,49,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,93.25,1,1,1,1
"1227",1227,70,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,249.65,1,1,1,1
"1228",1228,28,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,94.61,1,1,1,1
"1229",1229,56,9,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,102.88,1,1,1,1
"1230",1230,21,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,176.45,0,1,0,1
"1231",1231,50,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,204.11,1,1,1,1
"1232",1232,59,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,147.11,1,1,1,1
"1233",1233,35,1,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,368.79,1,1,1,1
"1234",1234,33,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,127.39,1,1,0,1
"1235",1235,70,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,267.65,1,1,0,1
"1236",1236,78,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,327.11,1,0,1,1
"1237",1237,65,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,160.53,1,1,1,1
"1238",1238,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,136.46,1,1,0,1
"1239",1239,43,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,126.79,1,1,1,1
"1240",1240,43,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,346.23,0,1,1,1
"1241",1241,59,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,33.8,1,1,1,1
"1242",1242,69,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,289.97,1,0,1,1
"1243",1243,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,275.68,1,1,1,1
"1244",1244,41,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1245",1245,70,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,246.03,0,1,1,0
"1246",1246,26,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,126.36,1,1,1,1
"1247",1247,87,1,0,0,0,0,0,1,"B",0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,192.05,1,0,1,1
"1248",1248,72,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"1249",1249,55,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,241.28,1,1,1,1
"1250",1250,46,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"1251",1251,83,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,130.74,1,1,0,1
"1252",1252,29,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,238.24,0,1,1,0
"1253",1253,34,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"1254",1254,70,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
"1255",1255,35,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,243.56,1,1,0,1
"1256",1256,50,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,300.74,1,1,1,1
"1257",1257,29,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,139.53,1,1,1,1
"1258",1258,56,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,232.66,1,1,1,1
"1259",1259,55,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,32.44,1,1,1,1
"1260",1260,43,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,246.08,1,1,1,1
"1261",1261,62,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,131.18,1,1,0,1
"1262",1262,38,0,0,0,1,0,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,109.53,1,1,0,1
"1263",1263,12,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,229.31,1,0,1,1
"1264",1264,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,156.08,0,1,0,1
"1265",1265,58,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,159.97,1,0,1,1
"1266",1266,60,4,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"1267",1267,53,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,141.96,1,1,0,1
"1268",1268,46,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,246.08,1,1,1,1
"1269",1269,75,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,404.51,1,1,1,1
"1270",1270,50,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,130.74,1,1,1,1
"1271",1271,26,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,129.65,0,1,0,1
"1272",1272,74,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"1273",1273,54,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,79.89,1,1,1,1
"1274",1274,67,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,253.44,1,0,1,1
"1275",1275,40,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,160.77,1,1,1,1
"1276",1276,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
"1277",1277,53,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,295.77,0,1,1,0
"1278",1278,53,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,89.61,1,1,1,1
"1279",1279,66,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,0,1,1,1
"1280",1280,49,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,275.68,1,1,1,1
"1281",1281,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,0,1
"1282",1282,62,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,226.93,1,1,1,1
"1283",1283,63,0,1,0,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,145.28,1,1,1,1
"1284",1284,55,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,237.99,1,1,1,1
"1285",1285,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,129.46,1,1,0,1
"1286",1286,65,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,282.83,1,1,1,1
"1287",1287,33,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,154.23,1,1,1,1
"1288",1288,55,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,131.31,1,1,1,1
"1289",1289,31,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,296.97,1,0,1,1
"1290",1290,69,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,133.03,1,1,0,1
